id;condition;no;dotDelay;toneOnset;toneAngle;pressOnset;pressAngle;ansAngle;ansTime;timeOut;timeOutOnset;timeOutQuestion;stopCharacter;samplesToLastIdenticalCharacter;userError;response
1;M-press1;1;52;;;2.269;88.0;71.2;3.039;;;y;;;False;
1;M-press1;2;60;;;0.896;137.9;116.3;1.306;;;y;;;False;
1;M-press1;3;47;;;1.552;244.7;233.9;3.998;;;y;;;False;
1;M-press1;4;59;;;1.268;355.8;344.4;1.503;;;y;;;False;
1;M-press1;5;52;;;1.735;242.7;232.5;2.986;;;y;;;False;
