id;condition;no;dotDelay;toneOnset;toneAngle;pressOnset;pressAngle;ansAngle;ansTime;timeOut;timeOutOnset;timeOutQuestion;stopCharacter;samplesToLastIdenticalCharacter;userError;response
1;W-press1;1;49;;;2.478;298.1;286.2;2.868;;;y;;;False;
1;W-press1;2;60;;;0.778;-0.8;24.0;2.88;;;y;;;False;
1;W-press1;3;56;;;2.849;323.5;312.3;4.06;;;y;;;False;
1;W-press1;4;59;;;2.266;-1.1;342.3;3.588;;;y;;;False;
1;W-press1;5;38;;;1.061;270.0;261.3;1.716;;;y;;;False;
