id;condition;no;dotDelay;toneOnset;toneAngle;pressOnset;pressAngle;ansAngle;ansTime;timeOut;timeOutOnset;timeOutQuestion;stopCharacter;samplesToLastIdenticalCharacter;userError;response
2;M-press1;1;59;;;4.156;96.5;82.4;12.451;;;y;;;False;
2;M-press1;2;39;;;4.166;261.6;329.0;23.729;;;y;;;False;
2;M-press1;3;41;;;2.185;37.4;73.5;7.346;;;y;;;False;
2;M-press1;4;53;;;4.117;299.8;299.0;4.112;;;y;;;False;
2;M-press1;5;54;;;2.861;352.8;0.1;2.359;;;y;;;False;
